0 8 0 0 909 0 0 4 0 0 4 0 54 0 0 2 0 1 0 0 1
1 41 1 0 7962 1 1 2 1 0 2 0 23 0 0 1 0 1 1 0 2
2 8 0 2 2332 1 2 2 0 0 3 0 54 0 0 1 2 2 1 0 1
0 41 1 3 7962 1 2 2 0 3 4 3 40 0 3 1 0 2 1 0 1
0 19 4 4 7962 1 1 3 0 0 4 4 54 0 3 2 0 2 1 0 2
2 41 1 2 7962 0 1 2 0 0 4 4 33 0 3 1 2 2 0 0 1
2 19 1 3 2332 6 0 3 0 0 4 3 54 0 0 1 0 1 1 0 1
1 41 1 7 7962 1 1 2 0 0 2 7 33 0 7 1 7 1 0 0 1
2 8 1 0 3637 8 2 2 8 0 4 0 54 0 0 1 2 1 1 0 1
1 25 0 4 7962 1 9 4 9 0 2 7 28 0 0 2 7 1 1 0 2
1 8 1 4 1516 1 10 3 1 0 1 7 23 0 7 1 0 1 1 0 2
0 41 1 11 3637 1 10 3 1 0 4 3 23 0 7 1 0 1 1 0 2
1 8 1 0 1516 1 1 1 1 0 1 7 23 0 0 1 0 1 0 0 1
0 19 0 4 909 1 0 4 0 0 4 7 54 0 0 2 2 1 1 0 2
0 13 1 4 1516 1 1 2 1 0 4 7 28 0 7 1 0 1 1 0 1
0 19 1 0 1516 15 1 4 1 0 2 7 33 0 0 1 2 1 1 0 2
2 19 0 0 2332 0 0 4 0 0 4 3 54 0 0 2 0 1 1 0 1
0 25 17 11 7962 0 10 2 0 0 3 7 23 17 0 3 0 1 1 0 1
1 19 1 7 7962 1 0 4 1 0 2 4 40 0 3 1 7 1 0 0 2
2 19 1 0 3637 6 0 3 0 0 2 7 33 0 0 1 0 2 0 0 1
2 8 0 4 2332 1 1 4 0 0 4 7 54 0 0 3 0 1 0 0 1
0 8 1 0 2332 6 1 2 0 0 3 0 40 0 7 1 0 2 1 0 1
0 8 0 4 2332 1 10 1 0 0 3 0 54 0 7 2 2 2 1 22 1
1 8 0 7 1516 15 10 3 0 0 4 3 40 0 0 1 0 1 1 0 1
2 8 0 3 2332 0 1 2 9 0 1 7 23 0 0 2 0 1 1 22 1
0 8 1 3 1516 1 1 1 0 0 2 0 33 17 0 1 2 1 0 0 1
2 8 17 0 909 1 0 4 9 0 4 7 40 0 0 1 2 1 1 0 1
27 8 27 0 909 8 1 3 1 0 3 0 40 0 7 2 0 1 1 0 1
1 8 1 0 2332 1 1 3 0 3 2 0 33 0 0 1 0 1 1 0 1
0 41 4 11 7962 1 0 3 0 0 4 4 54 0 0 2 0 1 0 0 2
1 19 1 11 2332 8 10 3 9 0 3 0 33 17 0 1 0 1 0 0 1
0 19 1 3 3637 1 1 2 0 0 2 7 28 31 0 1 0 1 1 0 1
1 19 1 4 7962 15 1 2 0 0 2 7 28 0 0 2 0 1 0 0 1
2 8 0 11 1516 0 0 4 0 0 4 4 54 0 7 1 2 1 1 0 1
27 8 1 3 1516 1 10 4 1 0 1 3 33 17 0 1 7 1 0 0 1
1 41 0 0 7962 1 10 4 0 0 2 3 23 0 0 2 2 1 1 0 2
2 41 0 2 7962 1 1 1 0 0 3 4 33 17 3 1 0 1 0 0 1
27 19 1 0 2332 1 1 4 0 37 2 0 40 31 0 1 0 1 1 0 2
27 8 1 38 909 1 1 2 0 0 2 7 40 0 0 1 0 1 0 0 1
1 8 1 0 909 1 1 4 0 0 3 0 23 0 0 1 0 1 1 0 1
2 25 1 0 2332 6 0 4 0 0 2 7 28 17 0 1 7 1 1 0 1
1 8 1 0 909 6 1 3 8 0 1 7 23 0 0 1 0 1 0 0 1
1 19 4 42 7962 1 1 2 0 0 4 0 40 0 0 1 2 2 0 0 1
0 25 0 7 7962 15 2 1 9 0 4 7 23 0 7 2 0 1 1 0 1
0 41 0 7 7962 1 0 4 1 0 4 4 54 31 3 2 2 1 1 0 2
2 8 0 4 1516 1 10 4 1 0 4 7 33 0 0 2 7 1 1 0 1
2 41 1 0 2332 6 0 4 0 0 4 7 40 0 0 1 0 1 1 0 1
0 8 1 7 1516 6 9 1 1 0 2 3 23 0 7 1 47 1 0 0 1
2 8 0 4 7962 1 1 1 0 0 4 3 40 0 0 2 2 1 1 0 1
2 8 1 0 2332 15 1 4 1 37 2 0 28 0 0 1 0 1 1 0 1
1 19 4 3 2332 0 10 4 0 0 2 3 28 17 0 1 2 1 1 0 1
1 25 4 7 7962 1 0 1 0 0 2 7 28 0 0 2 7 1 0 0 1
2 8 1 0 909 1 1 3 0 0 2 7 23 0 0 1 0 1 1 0 1
2 19 1 7 3637 0 1 2 0 0 1 3 33 0 0 1 0 1 0 0 1
1 41 4 4 2332 1 0 4 0 0 4 4 54 17 3 2 0 1 0 0 2
2 8 27 4 909 0 1 1 0 3 2 0 23 31 0 1 2 2 1 0 1
1 8 1 0 7962 0 9 2 0 0 1 4 54 0 0 1 7 1 0 0 2
2 41 0 0 7962 1 1 2 1 0 2 7 33 31 0 2 0 1 1 0 1
27 19 1 4 2332 1 0 3 1 0 2 7 23 0 0 1 7 1 1 0 1
0 41 0 3 7962 1 10 4 1 37 4 4 23 0 7 2 2 1 0 0 2
1 8 1 11 1516 1 1 2 9 0 1 0 28 17 0 1 0 1 0 0 1
1 13 0 0 1516 0 0 4 0 3 4 0 54 0 0 2 0 1 0 0 1
1 41 17 11 2332 1 0 4 0 0 4 4 54 0 3 1 7 1 0 0 2
1 41 17 11 7962 1 1 2 0 0 2 7 23 0 0 1 0 1 0 0 2
2 19 1 0 3637 1 10 4 1 0 4 3 23 0 0 1 0 1 0 0 1
2 25 1 42 7962 0 0 4 0 0 4 3 54 0 0 4 0 2 0 0 1
2 8 1 0 2332 1 10 2 1 0 2 7 28 17 0 1 0 1 1 0 1
1 8 1 4 909 8 1 4 9 0 1 0 23 0 0 1 0 1 1 0 1
2 41 1 2 1516 1 1 4 0 0 4 4 40 31 3 1 0 1 0 0 2
2 41 1 0 2332 0 1 4 1 0 4 7 23 0 0 1 0 1 1 0 1
2 41 1 7 7962 1 1 1 1 0 2 3 28 17 0 1 0 1 1 0 1
2 8 0 0 909 0 0 4 0 0 2 3 54 0 7 2 2 1 0 0 1
0 8 0 72 909 1 0 3 0 0 4 4 54 17 3 2 7 2 0 0 1
1 41 0 11 7962 1 2 2 1 0 1 0 40 17 0 2 2 1 1 0 1
0 41 1 2 2332 0 0 4 0 0 4 4 40 0 0 1 7 1 0 0 2
0 8 0 7 1516 1 0 4 0 0 4 4 54 0 3 2 7 1 1 0 1
0 41 1 0 3637 1 10 4 0 0 3 7 33 0 0 1 0 1 1 0 2
1 8 4 0 7962 1 2 2 0 0 4 3 54 0 0 1 0 1 1 0 1
2 41 17 7 7962 0 1 2 0 0 2 3 40 0 0 1 2 2 1 0 1
1 25 1 3 3637 1 10 2 9 0 1 3 23 0 0 1 0 1 1 0 1
2 19 1 0 7962 0 10 1 1 0 1 7 40 0 0 2 0 1 0 0 2
2 13 1 0 909 6 0 4 0 0 3 3 54 31 0 1 0 1 0 0 1
2 19 1 11 1516 15 1 3 1 0 4 3 23 0 7 1 2 1 1 0 1
0 19 1 72 1516 1 0 4 1 3 4 0 54 0 0 1 2 1 0 0 1
0 8 1 0 2332 1 0 3 0 0 4 0 54 0 0 1 2 1 1 0 1
2 8 0 11 1516 1 1 4 1 3 2 0 28 0 0 2 7 1 0 0 1
1 19 0 3 1516 1 10 4 1 0 1 3 28 0 0 2 0 1 1 0 1
1 41 1 2 7962 15 1 1 0 0 4 4 54 0 3 1 0 2 0 0 2
0 19 1 4 2332 15 2 4 0 0 3 7 28 0 0 1 7 2 0 0 1
0 8 17 42 909 1 2 4 0 0 3 0 28 0 0 2 0 1 1 0 2
2 8 0 0 909 1 0 4 0 0 4 0 54 0 0 1 0 1 1 0 1
0 8 0 7 1516 1 0 4 0 0 3 0 54 0 0 1 0 1 1 0 1
2 8 0 0 909 0 0 4 1 0 3 3 33 17 0 1 2 2 1 0 2
27 19 0 3 3637 0 0 4 0 37 4 4 23 0 7 2 0 1 1 0 1
1 8 1 4 1516 8 0 4 0 0 4 0 54 0 0 1 0 1 0 0 1
1 41 17 11 7962 1 10 3 0 0 4 4 54 0 7 1 0 1 0 0 2
2 8 0 2 2332 0 2 4 1 0 2 7 54 0 0 1 0 1 1 0 1
1 19 1 11 2332 15 1 4 0 0 4 7 33 0 0 1 0 1 1 0 1
1 41 0 0 2332 1 0 4 0 0 4 0 33 0 0 1 0 1 1 0 1
1 19 4 7 7962 0 2 3 0 0 4 3 33 17 7 2 7 2 0 0 1
2 19 1 4 1516 15 0 4 9 0 4 0 40 0 7 1 2 1 1 0 1
1 41 1 0 2332 1 2 4 0 0 4 7 23 0 7 1 0 1 1 0 1
2 8 4 0 909 1 1 3 1 0 2 0 23 0 0 1 0 1 1 0 1
1 8 0 3 2332 1 2 4 0 0 3 7 33 0 7 1 0 1 0 0 1
2 8 1 7 2332 0 10 2 9 0 4 7 23 0 7 1 0 1 0 0 1
1 19 0 72 7962 1 1 2 0 37 3 7 40 0 0 2 7 2 0 0 2
2 19 27 4 7962 1 0 2 0 0 4 4 40 17 0 2 7 2 0 0 2
1 8 1 4 7962 1 2 2 0 0 2 7 33 0 0 1 0 1 1 0 1
0 19 1 3 7962 0 10 1 1 0 2 3 28 0 0 1 0 1 0 22 1
1 13 1 11 1516 6 0 1 9 0 2 0 33 0 0 1 0 1 0 0 1
1 8 4 11 1516 15 0 1 8 0 2 7 33 17 0 2 0 2 1 0 1
27 13 1 2 909 1 10 4 1 0 4 3 23 0 7 1 0 1 0 0 1
1 19 1 4 7962 1 2 3 0 0 3 0 28 0 7 1 2 1 1 0 1
2 41 0 4 7962 1 1 4 1 0 2 0 23 31 0 2 0 1 0 0 2
0 8 1 0 1516 6 0 3 9 0 1 0 33 0 0 1 0 1 1 0 1
2 41 0 0 3637 0 0 4 0 0 1 0 54 0 0 1 0 1 0 0 1
0 41 1 0 7962 0 2 4 1 0 3 7 28 0 0 1 7 1 0 0 2
0 8 0 3 2332 0 10 2 1 37 3 0 28 0 7 2 0 1 1 22 1
0 41 0 3 3637 6 1 1 1 0 4 7 23 0 0 2 0 1 1 0 2
1 8 0 4 2332 6 2 3 8 0 3 7 33 0 0 1 7 1 0 0 1
0 19 1 0 1516 1 1 3 1 0 2 0 23 0 0 2 0 1 0 0 2
2 19 0 7 3637 1 0 4 1 0 2 7 40 0 7 2 7 1 0 0 1
2 8 1 3 1516 1 1 3 0 0 2 0 23 0 7 1 2 1 1 0 1
27 8 0 4 909 1 0 4 0 0 4 4 54 0 3 2 0 1 0 0 1
1 19 1 3 2332 0 10 4 1 0 3 0 28 0 7 1 0 1 1 0 2
0 8 0 4 2332 1 1 4 0 0 2 3 28 0 0 2 0 1 1 0 1
0 8 1 0 909 1 1 4 9 0 2 0 40 0 0 1 2 1 1 0 1
1 8 1 42 909 1 1 4 0 0 2 7 28 0 0 1 0 1 1 0 2
1 8 0 7 1516 1 9 4 0 0 2 7 33 0 0 2 7 1 0 0 1
0 8 0 4 3637 1 1 3 1 37 2 0 28 0 0 2 0 1 1 0 2
1 41 1 4 7962 0 2 1 1 0 2 7 23 0 0 1 0 1 1 0 1
0 41 4 2 7962 1 1 4 0 0 3 3 28 31 0 1 0 1 0 0 2
2 13 1 3 2332 1 10 2 0 0 3 3 28 17 0 2 2 1 1 0 1
2 19 1 3 2332 1 1 4 0 0 4 4 54 17 3 2 0 1 1 0 1
2 41 1 0 7962 15 2 2 1 0 4 0 23 0 0 1 0 1 0 0 1
2 8 0 0 909 0 0 4 1 0 2 0 40 0 0 2 0 1 0 0 1
2 25 4 7 7962 8 1 2 0 0 2 7 28 0 0 2 0 1 1 0 1
1 8 1 0 909 6 1 4 0 0 3 0 54 0 0 1 2 1 1 0 2
1 13 0 0 2332 0 2 4 0 3 2 0 33 17 0 3 0 1 0 0 1
27 8 1 0 1516 1 1 2 1 0 2 7 40 0 7 1 2 1 0 0 1
27 8 1 4 909 8 10 2 9 0 2 0 28 0 0 1 47 1 1 22 1
1 41 1 0 7962 1 10 4 1 0 1 4 28 0 0 1 7 1 0 0 1
0 25 1 0 3637 1 1 3 0 0 2 7 28 0 0 1 7 1 1 0 1
0 19 1 3 2332 1 1 2 0 0 2 7 23 0 0 1 0 1 1 0 2
2 19 0 3 2332 1 10 4 1 0 4 3 23 0 0 1 0 1 0 0 1
1 41 27 11 3637 15 2 4 0 0 2 7 28 0 0 1 0 1 1 0 1
0 8 0 4 909 1 0 1 1 0 4 4 40 0 0 2 0 1 0 0 1
2 8 0 4 909 15 2 4 1 0 3 7 54 0 0 2 0 1 0 0 1
0 41 0 3 7962 1 1 3 0 3 2 3 28 0 0 2 0 1 1 0 1
2 19 0 0 1516 8 0 4 0 0 4 7 54 0 0 2 0 1 1 0 1
2 8 1 0 1516 15 0 2 0 0 4 4 40 17 3 1 0 2 0 0 1
2 8 1 0 2332 1 1 1 0 0 4 3 40 0 0 1 0 1 0 22 1
